。/w	O
APT组织/prehack	O
Lazarus/nx	S-nhack
利用/v	O
内/f	O
含/v	O
恶意/n	O
Microsoft Office/nproduct	O
文档/n	O
的/ude1	O
钓鱼邮件/nvulndesc	O
传播/vn	O
宏病毒/n	O
。/w	O
安全公司/nt	O
Check Point/nx	S-norg
于/p	O
8/m	O
月/n	O
21/m	O
日/b	O
发布/v	O
，/w	O
广告/n	O
恶意软件/gi	O
RoughTed/nx	S-nthreat
影响/vn	O
了/ule	O
生活/vn	O
，/w	O
恶意软件/gi	O
HackerDefender Rootkit/nx	S-nthreat
、/w	O
多用途机器人/nvuldescribe	O
Nivdort/nx	S-nthreat
、/w	O
Conficker/nx	S-nthreat
蠕虫/nvuldescribe	O
、/w	O
勒索软件/nvuldescribe	O
Cryptowall/nx	S-nthreat
、/w	O
银行木马/nvuldescribe	O
Zeus/nx	S-nthreat
、/w	O
Pykspa/nx	S-nthreat
蠕虫/nvuldescribe	O
、/w	O
木马/nvuldescribe	O
Pushdo/nx	S-nthreat
、/w	O
恶意软件/gi	O
Hancitor/nx	S-nthreat
是/vshi	O
受欢迎/nz	O
的/ude1	O
恶意软件/gi	O
；/w	O
此外/c	O
的/ude1	O
间谍/nnt	O
软件/n	O
TheTruthSpy/nx	S-nthreat
、/w	O
黑客工具/nvuldescribe	O
Lotoor/nx	S-nthreat
、/w	O
恶意软件/gi	O
Triada/nx	S-nthreat
是/vshi	O
手机/n	O
恶意软件/gi	O
。/w	O
曼/ag	B-nr
迪亚/nrf	E-nr
称/v	O
，/w	O
Imperva/nx	S-norg
安全/an	O
研究/vn	O
人员/n	O
表示/v	O
，/w	O
Imperva/nx	S-norg
在/p	O
分析/vn	O
中/f	O
指出/v	O
这/rzv	O
一点/m	O
，/w	O
Check Point/nx	O
研究/vn	O
人员/n	O
发现/v	O
，/w	O
互联网/n	O
信息/n	O
服务提供商/n	O
comScore/nx	S-norg
发布/v	O
《/w	B-nreport
2017年/Date	M-nreport
美国/nsf	M-nreport
移动/vn	M-nreport
应用/vn	M-nreport
报告/n	M-nreport
》/w	E-nreport
得出/v	O
结论/n	O
称/v	O
，/w	O
卡巴斯基/nt	B-norg
实验室/nis	E-norg
研究/vn	O
人员/n	O
于/p	O
23/m	O
日/b	O
发布/v	O
《/w	B-nreport
2017年/Date	M-nreport
Q2/nx	M-nreport
垃圾/n	M-nreport
邮件/n	M-nreport
与/cc	M-nreport
网络钓鱼/nvulndesc	M-nreport
分析/vn	M-nreport
报告/n	M-nreport
》/w	E-nreport
，/w	O
攻击者/nz	O
向/p	O
7.11亿/m	O
电子邮件/nvulndesc	O
账户/n	O
群发/v	O
银行木马/nvuldescribe	O
病毒/nvulndesc	O
Ursnif/nx	S-nthreat
；/w	O
高调/n	O
技术/n	O
人士/n	O
Elon Musk/nx	S-nr
、/w	O
白宫/ns	O
首席/n	O
数据/n	O
科学家/nnt	O
DJ Patil/nx	S-nr
，/w	O
攻击者/nz	O
可以/v	O
利用/v	O
Intel ME/nx	B-nthreat
漏洞/nvuldescribe	E-nthreat
（/w	O
CVE-2017-5689/CVE	O
）/w	O
，/w	O
网络安全公司/n	O
Zimperium/nx	S-norg
研究/vn	O
人员/n	O
Adam Donenfeld/nx	S-nr
于/p	O
近期/t	O
在/p	O
iOS/nproduct	O
10.3.2/m	O
中/f	O
对此/d	O
漏洞/nvuldescribe	O
进行/vn	O
修复/v	O
。/w	O
OTS/nx	S-norg
工作/vn	O
人员/n	O
到/v	O
合作/vn	O
伙伴/n	O
场所/n	O
秘密/n	O
安装/v	O
ExpressLane/nx	S-nthreat
木马/nvuldescribe	O
。/w	O
总统/nnt	O
代表/nnt	O
安德烈·/nrf	B-nr
克鲁/nsf	M-nr
茨/ng	M-nr
基/ng	M-nr
赫/ng	E-nr
向/nr	O
当地/s	O
媒体/n	O
Isvestiya/nx	S-norg
表示/v	O
，/w	O
网络安全公司/n	O
Recorded Future/nx	S-norg
发布/v	O
的/ude1	O
研究报告/v	O
显示/v	O
，/w	O
其/rz	O
原因/n	O
在于/v	O
MITRE/nx	S-norg
等/udeng	O
厂商/nnd	O
自愿/vd	O
提交/v	O
漏洞/nvuldescribe	O
相关/vn	O
信息/n	O
。/w	O
451/m	B-norg
Research/nx	M-norg
公司/nis	E-norg
发布/v	O
的/ude1	O
一/m	O
份/q	O
调查/vn	O
BlackBerry/nx	S-norg
的/ude1	O
首席/n	O
运营/vn	O
官/n	O
Marty Beard/nx	S-nr
表示/v	O
，/w	O
知名/a	O
媒体/n	O
iafrikan/nx	S-norg
透露/v	O
，/w	O
该/rz	O
批/q	O
数据/n	O
来源于/v	O
Dracore Data Sciences/nx	B-norg
企业/n	E-norg
的/ude1	O
GoVault/nx	O
平台/n	O
，/w	O
其/rz	O
公司/nis	O
客户/n	O
包括/v	O
南非/nsf	O
最大/gm	O
的/ude1	O
金融信贷机构/nt	O
——/w	O
TransUnion/nx	S-norg
。/w	O
全球/n	O
知名/a	O
军品/n	O
公司/nis	O
BAE Systems Plc/nx	S-norg
表示/v	O
，/w	O
与/cc	O
朝鲜/nsf	O
有/vyou	O
关联/vn	O
的/ude1	O
黑客组织/prehack	O
Lazarus/nx	S-nthreat
可能/v	O
需要/v	O
为台湾银行/nt	O
6000万/m	O
美元/q	O
的/ude1	O
失窃/vi	O
案/ng	O
负责/v	O
。/w	O
与/cc	O
Lazarus/nx	S-nthreat
之前/f	O
使用/v	O
的/ude1	O
武器库/n	O
相关/vn	O
。/w	O
利用/v	O
勒索软件/nvuldescribe	O
Hermes/nx	S-nthreat
侵入/v	O
设备/n	O
后/f	O
加密/vn	O
系统/n	O
文件/n	O
还/d	O
发现/v	O
另一款/nz	O
恶意软件/gi	O
Bitsran/nx	S-nthreat
，/w	O
实验室/nis	O
的/ude1	O
负责人/nnt	O
Panagiotis Artemiadis/nx	S-nr
正在/d	O
研发/v	O
，/w	O
美国联邦能源管理委员会/nt	O
（/w	O
FERC/nx	S-norg
）/w	O
。/w	O
Reaper/nx	S
僵尸网络/nvuldescribe	O
每天/t	O
感染/v	O
1万/m	O
台/q	O
IoT/nx	O
设备/n	O
。/w	O
黑客/n	O
操控/v	O
恶意软件/gi	O
Mirai/nproduct	O
感染/v	O
的/ude1	O
物联网/nz	O
设备/n	O
。/w	O
Reaper/nx	S-norg
基于/p	O
Mirai IoT/nx	S-nthreat
蠕虫/nvuldescribe	O
病毒/nvuldescribe	O
而/cc	O
扩展/v	O
，/w	O
但/c	O
与/cc	O
Mirai/nproduct	S-nthreat
存在/v	O
一些/m	O
明显/a	O
差异/n	O
。/w	O
很/d	O
可能/v	O
造成/v	O
第二/mq	O
波/n	O
“/w	B-nevent
巴拿马/nsf	M-nevent
文件/n	M-nevent
”/w	M-nevent
事件/n	E-nevent
。/w	O
与/cc	O
此前/t	O
声名/n	O
大噪/nz	O
的/ude1	O
“/w	B-nevent
巴拿马/nsf	M-nevent
文件/n	M-nevent
”/w	E-nevent
一样/uyy	O
，/w	O
“/w	B-nevent
百慕大/nsf	M-nevent
”/w	M-nevent
事件/n	E-nevent
的/ude1	O
目标/n	O
在于/v	O
，/w	O
百慕大/nsf	O
离岸/vn	O
律师/nnt	O
事务所/nis	O
Appleby/nx	S-norg
近期/t	O
遭/v	O
黑客/n	O
攻击/vn	O
，/w	O
早/a	O
在/p	O
2014年/Date	O
，/w	O
“/w	O
方程式/n	B-nhack
组织/n	E-nhack
”/w	O
（/w	O
Equation Group/nx	S-nhack
）/w	O
通过/p	O
恶意软件/gi	O
感染/v	O
了/ule	O
全球/n	O
40/m	O
多/a	O
个/q	O
国家/n	O
。/w	O
服务提供商/n	O
Dimension Data/nx	S-norg
表示/v	O
，/w	O
Dimension Data/nx	O
公司/nis	O
首席/n	O
技术/n	O
官/n	O
Ettienne Reinecke/nx	S-nr
（/w	O
埃/b	B-nr
迪/nz	M-nr
安/ag	M-nr
·/w	M-nr
芮耐卡/nr	E-nr
）/w	O
表示/v	O
，/w	O
近期/t	O
Matrix/nx	O
卷土重来/vl	O
且/c	O
正/d	O
通过/p	O
触发/v	O
IE/nproduct	B-nthreat
漏洞/nvuldescribe	E-nthreat
（/w	O
CVE-2016-0189/CVE	O
）/w	O
与/cc	O
Flash/nproduct	B-nthreat
漏洞/nvuldescribe	E-nthreat
（/w	O
CVE-2015-8651/CVE	O
）/w	O
传播/vn	O
恶意/n	O
代码/n	O
。/w	O
几/d	O
天/qt	O
前/f	O
，/w	O
“/w	B-nthreat
坏/a	M-nthreat
兔子/n	M-nthreat
”/w	E-nthreat
（/w	O
BadRabbit/nx	S-nthreat
）/w	O
勒索软件/nvuldescribe	O
攻击/vn	O
影响/vn	O
了/ule	O
乌克兰/nsf	O
和/cc	O
俄罗斯/nsf	O
，/w	O
乌克兰国家安全局/nt	O
表示/v	O
，/w	O
“/w	B-nthreat
坏/a	M-nthreat
兔子/n	M-nthreat
”/w	E-nthreat
（/w	O
BadRabbit/nx	S-nthreat
）/w	O
勒索软件/nvuldescribe	O
攻击/vn	O
是/vshi	O
俄罗斯/nsf	O
知名/a	O
黑客组织/prehack	O
APT28/nx	S-nhack
所/usuo	O
为/p	O
，/w	O
SBU/nx	O
官员/nnt	O
指责/v	O
APT28/nx	S-nhack
发起/v	O
大规模/b	O
协调/v	O
攻击/vn	O
。/w	O
白宫/ns	O
国土/n	O
安全/an	O
顾问/nnt	O
Tom Bossert/nx	S-nr
（/w	O
汤姆·博塞特/nrf	S-nr
）/w	O
在/p	O
本/rz	O
周二/t	O
表示/v	O
，/w	O
Bossert/nx	S-nr
在/p	O
参加/v	O
当天/t	O
由/p	O
Palo Alto Networks/nx	S-norg
公司/nis	O
举办/v	O
的/ude1	O
会议/n	O
时/qt	O
，/w	O
Technavio IT/nx	S-norg
安全/an	O
研究/vn	O
首席/n	O
分析师/nnt	O
Amrita Choudhury/nx	S-nr
（/w	O
阿姆塔/nr	B-nr
·/w	M-nr
乔杜里/nr	E-nr
）/w	O
表示/v	O
，/w	O
民主/a	O
与/cc	O
技术中心/nis	O
技术/n	O
项目/n	O
副主任/nnt	O
Michelle Richardson/nx	S-nr
（/w	O
米歇尔·理查森/nrf	S-nr
）/w	O
和/cc	O
美国/nsf	O
律师/nnt	O
Mike Godwin/nx	S-nr
（/w	O
迈克·戈德温/nrf	S-nr
）/w	O
在/p	O
英国/ns	O
网络安全/gi	O
大使/nnt	O
Conrad Prince/nx	S-nr
（/w	O
康拉德/nr	B-nr
·/w	M-nr
普林斯/nrf	E-nr
）/w	O
表示/v	O
，/w	O
俄罗斯/nsf	O
黑客组织/prehack	O
APT28/nx	S-nhack
企图/v	O
黑/a	O
进/vf	O
乌克兰/nsf	O
，/w	O
根据/p	O
Malwarebytes/nx	B-norg
实验室/nis	E-norg
的/ude1	O
《/w	B-nreport
2017年/Date	M-nreport
恶意软件/gi	M-nreport
状态/n	M-nreport
分析/vn	M-nreport
报告/n	M-nreport
》/w	E-nreport
，/w	O
中情局/nz	O
研制出/v	O
一/m	O
款/q	O
名叫/v	O
“/w	B-nthreat
蜂巢/n	M-nthreat
”/w	E-nthreat
的/ude1	O
非法/b	O
源代码/n	O
，/w	O
根据/p	S-nr
Joyce/nx	O
的/ude1	O
说法/n	O
，/w	O
美国/nsf	O
DNS/nx	O
服务提供商/n	O
Dyn/nx	S-norg
遭遇/v	O
大规模/b	O
DDoS攻击/nvulndesc	O
以来/f	O
，/w	O
Flashpoint/nx	S-norg
发布/v	O
的/ude1	O
最新/a	O
报告/n	O
认为/v	O
，/w	O
一/m	O
名/q	O
脚本/n	O
小子/n	O
将/d	O
索尼游戏网站/nt	S-norg
(/w	O
PSN/nx	S-norg
)/w	O
作为/p	O
目标/n	O
，/w	O
利用/v	O
Mirai/nproduct	S-nthreat
恶意软件/gi	O
感染/v	O
大量IoT/nx	O
僵尸网络/nvuldescribe	O
而/cc	O
发动/v	O
的/ude1	O
，/w	O
Dyn/nx	S-norg
由于/p	O
向/p	O
PSN/nx	O
提供/v	O
域名解析/gi	O
服务/vn	O
而/cc	O
惨遭/v	O
中/f	O
枪/n	O
。/w	O
但是/c	O
来自/v	O
ThousandEyes/nx	S-norg
的/ude1	O
网络/n	O
故障/n	O
分析师/nnt	O
Nick Kephart/nx	S-nr
对/p	O
此事/r	O
持有/v	O
不同/a	O
的/ude1	O
意见/n	O
，/w	O
他/rr	O
表示/v	O
发起/v	O
如此/rzv	O
规模/n	O
的/ude1	O
DDoS攻击/nvulndesc	O
只是/d	O
为了/p	O
攻击/vn	O
Dyn/nx	O
的/ude1	O
一个/mq	O
客户/n	O
的/ude1	O
说法/n	O
是/vshi	O
站/vi	O
不/d	O
住脚/nz	O
的/ude1	O
。/w	O
Akamai/nx	B-norg
公司/nis	E-norg
的/ude1	O
Martin McKeay/nx	S-nr
更是/d	O
直言/vi	O
，/w	O
Flashpoint/nx	S-norg
的/ude1	O
分析/vn	O
就是/v	O
为了/p	O
掩盖/v	O
真正/d	O
的/ude1	O
攻击/vn	O
目标/n	O
。/w	O
网络安全公司/n	O
RecordedFuture/nx	S-norg
的/ude1	O
威胁/vn	O
研究/vn	O
小组/nis	O
Insikt Group/nx	S-norg
在/p	O
上周/t	O
四/m	O
发表/v	O
的/ude1	O
一/m	O
篇/q	O
博文/nz	O
中/f	O
给/p	O
我们/rr	O
带来/v	O
了/ule	O
关于/p	O
Mirai/nproduct	S-nthreat
僵尸网络/nvuldescribe	O
的/ude1	O
最新/a	O
动态/n	O
。/w	O
在/p	O
今年/t	O
1/m	O
月/n	O
下旬/t	O
，/w	O
Mirai/nproduct	S-nthreat
僵尸网络/nvuldescribe	O
的/ude1	O
一个/mq	O
变种/n	O
针对/p	O
金融业企业/nt	O
发起/v	O
了/ule	O
一系列/b	O
DDoS攻击/nvulndesc	O
。/w	O
Insikt Group/nx	S-norg
表示/v	O
，/w	O
攻击/vn	O
事件/n	O
中的/v	O
僵尸网络/nvuldescribe	O
可能/v	O
与/cc	O
Mirai/nproduct	S-nthreat
僵尸网络/nvuldescribe	O
的/ude1	O
变种/n	O
IoTroop/nx	S-nthreat
存在/v	O
密切联系/v	O
在/p	O
2017年/Date	O
10/m	O
月/n	O
29/m	O
日/b	O
，/w	O
以色列/nsf	O
网络安全公司/n	O
Check Point/nx	S-norg
在/p	O
其/rz	O
发布/v	O
的/ude1	O
技术/n	O
报告/n	O
中/f	O
表示/v	O
，/w	O
他们/rr	O
的/ude1	O
安全团队/nt	O
发现/v	O
了/ule	O
一个/mq	O
代号/n	O
为/p	O
IoTroop/nx	S-nthreat
的/ude1	O
新型/b	O
僵尸网络/nvuldescribe	O
。/w	O
据/p	O
Insikt Group/nx	S-norg
称/v	O
，/w	O
在/p	O
这个/rz	O
僵尸网络/nvuldescribe	O
中/f	O
有/vyou	O
80%/nx	O
是/vshi	O
受/v	O
感染/v	O
的/ude1	O
MikroTik/nx	S-norg
路由器/n	O
，/w	O
包括/v	O
易受/nz	O
攻击/vn	O
的/ude1	O
Apache/nproduct	O
和/cc	O
IIS/nproduct	O
网络/n	O
服务器/n	O
以及/cc	O
由/p	O
Ubiquity/nproduct	S-norg
、/w	O
Cisco/nt	O
和/cc	O
ZyXEL/nt	O
生产/vn	O
的/ude1	O
路由器/n	O
。/w	O
一年一度/bl	O
的/ude1	O
安全行业/nt	O
盛会/n	O
RSA Conference/nx	S-nconference
（/w	O
RSA2018/nx	S-nconference
）/w	O
将/d	O
在/p	O
美国/nsf	O
旧金山/nsf	O
市中心/s	O
召开/v	O
。/w	O
对于/p	O
那些/rz	O
并不/d	O
了解/v	O
RSA/nx	B-nconference
大会/n	E-nconference
的/ude1	O
人/n	O
来说/uls	O
，/w	O
RSA/nx	S-nconference
是/vshi	O
每年/t	O
最重要/nz	O
的/ude1	O
一/m	O
场/qv	O
全球性/n	O
安全/an	O
会议/n	O
和/cc	O
展览会/n	O
。/w	O
在/p	O
俄勒冈州/nsf	O
民主党/n	O
参议员/nnt	O
Ron Wyden/nx	S-nr
之后/f	O
。/w	O
DHS/nt	O
官员/nnt	O
Christopher Krebs/nx	S-nr
指出/v	O
，/w	O
身为/v	O
国家/n	B-norg
保护/vn	M-norg
和/cc	M-norg
计划理事会/nt	E-norg
(/w	O
NPPD/nx	S-norg
)/w	O
的/ude1	O
主席/nnt	O
，/w	O
Krebs/nx	S-nr
还/d	O
指出/v	O
，/w	O
MalwareHunterTeam/nx	S-norg
本/rz	O
周/qt	O
发现/v	O
了/ule	O
两/m	O
个/q	O
新的/a	O
Matrix Ransomware/nx	B-nthreat
变/v	M-nthreat
体/ng	E-nthreat
，/w	O
根据/p	O
BleepingComputer/nx	S-norg
论坛/n	O
中的/v	O
各种/rz	O
报告/n	O
，/w	O
一家/n	O
名为/v	O
Cambridge Analytica/nx	S-norg
（/w	O
剑桥/nsf	B-norg
分析/vn	E-norg
）/w	O
的/ude1	O
公司/nis	O
非法/b	O
收集/v	O
并/cc	O
滥用/v	O
千万Facebook/nx	O
用户/n	O
数据/n	O
助推/vn	O
美国共和党/nt	O
竞选/vn	O
。/w	O
创始人/nnt	O
Alex MacCaw/nx	S-nr
在/p	O
Twitter/nt	O
公布/v	O
了/ule	O
他/rr	O
刚刚/d	O
收到/v	O
的/ude1	O
一/m	O
条/q	O
短信/n	O
，/w	O
黑客/n	O
向/p	O
MacCaw/nx	S-nr
发送/v	O
了/ule	O
一/m	O
条/q	O
自称/v	O
来自/v	O
谷歌/ntc	O
的/ude1	O
短信/n	O
，/w	O
安全服务公司/nt	O
FireEye/nt	S-norg
（/w	O
火眼/n	S-norg
）/w	O
曾/d	O
披露/v	O
一个/mq	O
基于/p	O
LATENTBOT/nx	S-nthreat
后门/n	O
木马/nvuldescribe	O
程序/n	O
的/ude1	O
僵尸网络/nvuldescribe	O
。/w	O
臭名昭著/nz	O
的/ude1	O
银行木马/nvuldescribe	O
程序/n	O
Tinba/nx	S-nthreat
出现/v	O
了/ule	O
新的/a	O
版本/n	O
，/w	O
据/p	O
新加坡/nsf	O
当地/s	O
媒体/n	O
The Straits Times/nx	S-norg
报道/v	O
称/v	O
，/w	O
Skimmer/nx	S-nthreat
使用/v	O
了/ule	O
商业/n	O
加壳/nz	O
工具/n	O
Themida/nx	O
，/w	O
可以/v	O
同时/c	O
给/p	O
感染/v	O
器/ng	O
（/w	O
infecotr/nx	O
）/w	O
和/cc	O
释放/v	O
器/ng	O
（/w	O
dropper/nx	O
）/w	O
加壳/nz	O
。/w	O
恶意软件/gi	O
执行/v	O
起来/vf	O
后/f	O
，/w	O
会/v	O
检查/vn	O
文件/n	O
系统/n	O
是不是/v	O
FAT32/nx	O
。/w	O
卡巴斯基/nt	O
的/ude1	O
全球/n	O
研究/vn	O
与/cc	O
分析团队/nt	O
和/cc	O
渗透/v	O
测试团队/nt	O
发现/v	O
了/ule	O
一个/mq	O
改进/v	O
版/n	O
的/ude1	O
Skimmer/nx	S-nthreat
。/w	O
该/rz	O
漏洞/n	O
由/p	O
腾讯/ntc	B-norg
玄武/nz	M-norg
实验室/nis	E-norg
创建者/n	O
于/p	B-nr
旸/w	E-nr
（/w	O
中国/ns	O
安全圈/nr	O
人称/n	O
TK/nx	O
教主/nnt	O
）/w	O
发现/v	O
，/w	O
并/cc	O
将/d	O
其/rz	O
命名/v	O
为/p	O
“/w	O
BadTunnel/nx	S-nthreat
”/w	O
，/w	O
预计/v	O
于旸/nr	O
将/d	O
在/p	O
8/m	O
月/n	O
举行/v	O
的/ude1	O
拉斯维加斯/ns	B-nconference
黑客/n	M-nconference
大会/n	E-nconference
上/f	O
公布/v	O
该/rz	O
漏洞/n	O
细节/n	O
。/w	O
它/rr	O
可以/v	O
通过/p	O
数据/n	O
执行/v	O
保护/vn	O
（/w	O
DEP/nx	O
）/w	O
、/w	O
结构/n	O
化/v	O
异常/a	O
处理/vn	O
覆盖/v	O
保护/vn	O
（/w	O
SEHOP/nx	O
）/w	O
和/cc	O
随机/b	O
地址/n	O
空间/n	O
分配/v	O
（/w	O
ASLR/nx	O
）/w	O
等/udeng	O
技术/n	O
。/w	O
最近/t	O
，/w	O
趋势科技/nt	O
发布/v	O
分析/vn	O
报告/n	O
，/w	O
被/pbei	O
称为/v	O
GODLESS/nx	S-nthreat
的/ude1	O
新/a	O
移动/vn	O
恶意程序/nvuldescribe	O
家族/n	O
，/w	O
利用/v	O
Android/nproduct	O
5.1/m	O
及/cc	O
更早/nz	O
版本/n	O
的/ude1	O
系统/n	O
弱点/n	O
root/nx	O
设备/n	O
，/w	O
然后/c	O
在/p	O
设备/n	O
上/f	O
安装/v	O
难以/d	O
删除/v	O
的/ude1	O
恶意/n	O
的/ude1	O
系统/n	O
应用/vn	O
。/w	O
目前/t	O
Android/nproduct	O
5.1/m	O
及/cc	O
更早/nz	O
版本/n	O
的/ude1	O
份额/n	O
占/v	O
到/v	O
了/ule	O
整个/b	O
Android/nproduct	O
生态系统/nt	O
的/ude1	O
九成/nz	O
，/w	O
含有/v	O
GODLESS/nx	S-nthreat
代码/n	O
的/ude1	O
恶意/n	O
应用/vn	O
出现/v	O
在/p	O
了/ule	O
众多/a	O
的/ude1	O
应用商店/nt	O
，/w	O
其中/rz	O
就/d	O
包括/v	O
了/ule	O
Google Play/nx	S-nproduct
。/w	O
据统计/nz	O
GODLESS/nx	S-nthreat
感染/v	O
了/ule	O
全世界/n	O
85万/m	O
设备/n	O
。/w	O
一旦/d	O
用户/n	O
下载/v	O
了/ule	O
恶意/n	O
应用/vn	O
，/w	O
恶意程序/nvuldescribe	O
会/v	O
等待/v	O
设备/n	O
屏幕/n	O
关闭/v	O
后/f	O
才/d	O
开始/v	O
悄悄/d	O
运行/vn	O
root/nx	O
，/w	O
root/nx	O
之后/f	O
会/v	O
安装/v	O
名叫/v	O
__image/nx	S-nproduct
的/ude1	O
系统/n	O
应用/vn	O
。/w	O
研究/vn	O
人员/n	O
发现/v	O
，/w	O
Google Play/nx	S-nproduct
商店/nis	O
中/f	O
一/m	O
款/q	O
名叫/v	O
Summer Flashlight/nx	S-nproduct
的/ude1	O
应用/vn	O
包含/v	O
了/ule	O
GODLESS/nx	S-nthreat
恶意/n	O
代码/n	O
，/w	O
该/rz	O
应用/vn	O
已经/d	O
被/pbei	O
移/v	O
除/p	O
。/w	O
Hacked-DB/nx	O
网络/n	O
情报/n	O
暗/a	O
网/n	O
专家/nnt	O
Shay Rozen/nx	S-nr
首先/d	O
发现/v	O
此/rzs	O
数据/n	O
，/w	O
这/rzv	O
部分/n	O
数据/n	O
首先/d	O
被/pbei	O
上/f	O
传到/v	O
“/w	O
暗/a	O
网/n	O
”/w	O
(/w	O
DarkNet/nx	O
)/w	O
的/ude1	O
一个/mq	O
“/w	O
洋葱/n	O
网站/n	O
”/w	O
，/w	O
之后/f	O
被/pbei	O
公布/v	O
在/p	O
其它/rz	O
媒体/n	O
，/w	O
如/v	O
社交/n	O
网络/n	O
和/cc	O
Pastebin/nx	S-nproduct
。/w	O
据/p	O
外媒/n	O
报道/v	O
，/w	O
使用/v	O
微软/ntc	O
Office/nproduct	O
365/m	O
服务/vn	O
的/ude1	O
企业/n	O
用户/n	O
近日/t	O
遭受/v	O
到/v	O
一/m	O
波/n	O
Cerber/nx	S-nthreat
勒索软件/nvulndesc	O
的/ude1	O
攻击/vn	O
，/w	O
Avanan/nx	S-norg
表示/v	O
所有/b	O
使用/v	O
Office/nproduct	O
365/m	O
的/ude1	O
企业/n	O
中/f	O
至少/d	O
有/vyou	O
57%/nx	O
的/ude1	O
企业/n	O
在/p	O
收件箱/nz	O
中/f	O
收到/v	O
了/ule	O
至少/d	O
1/m	O
份/q	O
拷贝/n	O
。/w	O
根据/p	O
今年/t	O
5/m	O
月/n	O
Fortinet/nx	S-norg
提供/v	O
的/ude1	O
数据/n	O
，/w	O
Cerber/nx	S-nthreat
的/ude1	O
排名/vi	O
仅次于/v	O
臭名昭著/nz	O
的/ude1	O
CryptoWall/nx	S-nthreat
和/cc	O
Locky/nx	S-nthreat
系列/n	O
。/w	O
最近/t	O
，/w	O
Tor Project/nx	S-norg
发布/v	O
了/ule	O
加固/vn	O
版/n	O
Tor/nproduct	B-nproduct
浏览器/n	E-nproduct
测试版/nz	O
，/w	O
整合/vn	O
了/ule	O
被/pbei	O
称为/v	O
Selfrando/nx	O
的/ude1	O
安全/an	O
技术/n	O
，/w	O
降低/v	O
了/ule	O
浏览器/n	O
被/pbei	O
追踪/v	O
的/ude1	O
可能性/n	O
，/w	O
让/v	O
用户/n	O
浏览/v	O
网页/n	O
的/ude1	O
匿名性/gi	O
变得/vi	O
更好/d	O
。/w	O
在/p	O
这/rzv	O
之前/f	O
，/w	O
FBI/nt	O
以/p	O
国家/n	O
安全/an	O
的/ude1	O
理由/n	O
拒绝/v	O
公开/ad	O
Tor/nproduct	B-nproduct
浏览器/n	E-nproduct
的/ude1	O
漏洞/n	O
。/w	O
后来/t	O
研究/vn	O
人员/n	O
公布/v	O
了/ule	O
Selfrando/nx	O
论文/n	O
，/w	O
并/cc	O
在/p	O
Github/nx	S-norg
上/f	O
开源/v	O
了/ule	O
Selfrando/nx	O
代码/n	O
，/w	O
Tor Project/nx	S-norg
正式/ad	O
基于/p	O
此/rzs	O
开发/vn	O
了/ule	O
加固/vn	O
版/n	O
Tor/nproduct	B-nproduct
浏览器/n	E-nproduct
，/w	O
其/rz	O
容量/n	O
比/p	O
非/b	O
加固/vn	O
的/ude1	O
Tor/nproduct	B-nproduct
浏览器/n	E-nproduct
要/v	O
大/a	O
一/m	O
倍/q	O
，/w	O
目前/t	O
只/d	O
支持/v	O
Linux/nproduct	O
，/w	O
还/d	O
不/d	O
支持/v	O
Windows/nproduct	O
和/cc	O
OSX/nproduct	O
。/w	O
近日/t	O
，/w	O
Libarchive/nx	S-nproduct
被/pbei	O
思科/ntc	O
的/ude1	O
研究/vn	O
人员/n	O
曝/vg	O
出/vf	O
存在/v	O
安全/an	O
漏洞/n	O
。/w	O
Libarchive/nx	S-nproduct
是/vshi	O
个/q	O
开源/v	O
压缩/v	O
库/n	O
，/w	O
该/rz	O
攻击/vn	O
在/p	O
一家/n	O
珠宝店/n	O
网站/n	O
上/f	O
产生/v	O
了/ule	O
大约/d	O
每秒/t	O
(/w	O
RPS/nx	O
)/w	O
35000/m	O
个/q	O
HTTP/nprotocol	O
请求/v	O
。/w	O
7/m	O
月/n	O
1/m	O
日/b	O
，/w	O
美国安全公司/nt	O
Check Point/nx	S-norg
发表/v	O
报告/n	O
《/w	B-nreport
From HummingBad to Worse/nx	M-nreport
》/w	E-nreport
称/v	O
，/w	O
中国移动广告公司/nt	O
微/ag	B-norg
赢/v	M-norg
互动/vn	E-norg
（/w	O
Yingmob/nx	S-norg
）/w	O
使用/v	O
恶意/n	O
程序利/nr	O
用/p	O
系统/n	O
的/ude1	O
多/a	O
个/q	O
漏洞/n	O
尝试/v	O
获取/v	O
Android/nproduct	O
设备/n	O
的/ude1	O
Root/nx	O
权限/n	O
或/c	O
利用/v	O
虚假/a	O
升级/vi	O
通知/n	O
获取/v	O
系统/n	O
权限/n	O
，/w	O
模拟/vn	O
点击/v	O
产生/v	O
虚假/a	O
广告/n	O
流量/n	O
，/w	O
此外/c	O
还/d	O
会/v	O
悄悄/d	O
安装/v	O
欺骗性/n	O
应用/vn	O
。/w	O
Check Point/nx	S-norg
将该公司/nt	O
开发/vn	O
的/ude1	O
Android/nproduct	O
恶意/n	O
程序/n	O
命名/v	O
为/p	O
HummingBad/nx	S-nthreat
，/w	O
称/v	O
该/rz	O
公司/nis	O
的/ude1	O
25/m	O
名/q	O
程序员/nnt	O
团队/n	O
分成/vi	O
四/m	O
组/n	O
开发/vn	O
恶意/n	O
程序/n	O
的/ude1	O
不同/a	O
组件/n	O
。/w	O
Check Point/nx	S-norg
认为/v	O
